w_AA_0,t0_AA_0,a_AA_0,b_AA_0,w_AA_1,t0_AA_1,a_AA_1,b_AA_1,c_AA,w_AB_0,t0_AB_0,a_AB_0,b_AB_0,w_AB_1,t0_AB_1,a_AB_1,b_AB_1,c_AB,w_BB_0,t0_BB_0,a_BB_0,b_BB_0,w_BB_1,t0_BB_1,a_BB_1,b_BB_1,c_BB
0.22832219693507638,0.12401835700219782,-2.8190823831209104,2.3348735041330895,2.443146977348751e-05,0.749883441771463,-0.879182494795356,0.6153544668903014,-0.35659876692903225,1.5633132627502487e-05,0.5207597747012839,-0.5928497766948218,0.6420878705455959,2.312826791013089e-06,0.03026525523575695,-0.9923579699113789,0.8711303215367582,0.09092505167770304,0.05351428336828733,0.1808890520702523,-2.3831467768529877,2.0662763135695776,1.2865978393957326e-05,0.822378589314112,-0.8954806256114126,0.40832997514283237,-0.873173158723802
0.20422663678688027,0.12099920450873518,-3.850468906264054,2.9395692395458566,1.4497636998152614e-07,0.4630154631432769,-0.7667323198199815,0.12666779915857745,-0.09367564201676194,4.130925038851392e-08,0.891887604114475,0.1512537789903394,0.3070505910161941,-3.8390883543795564e-08,0.6905322291079856,-0.6438653496297622,0.7320429003683466,-1.5026832318715257,0.008120882084652347,0.24791471048328964,-3.9657604267450104,2.831034008685653,-5.282985049690544e-06,1.0762571097482114,-0.6240121410435805,8.908586299765438e-05,-0.7259319529137525
0.16590287290375266,0.1531787447387073,-2.6014478858056496,4.54158301603696,7.195027972985645e-05,0.2082548917013555,-0.8887879447513938,0.325474109204769,-0.439258573907003,8.650406299498886e-06,1.2517136886061528,-1.0998384315790586,1.1042192190233677,-3.0925188381864624e-06,0.28694893907947855,-1.158106805122792,0.9108654474835453,-1.3439092663065326,0.0001343760724874864,1.0929529247551444,-0.716536571291671,0.7449433924799501,1.9821331946683478e-05,1.0856165521081031,0.0715033445975013,0.23551084414043089,-0.8114058316232768
0.21490725614346168,0.12656749175917553,-3.0575947447562153,2.3880399768006266,5.2273147919773306e-05,0.7027125372992773,-0.7985781060556397,0.2958060750612584,-0.3426883251297392,9.238256638620978e-07,0.2927520830498284,-0.7786899260191338,0.634502244886391,-2.1941958555536224e-06,0.5513354101853577,-0.7577332206746229,0.6500281339346761,0.12045421215357274,0.051446870249950115,0.18734068122333203,-2.5337040501160115,2.2255127563936754,7.405510827918478e-06,0.8578860361260654,-0.7958771844746896,0.5126266905517982,-0.8695940803800194
0.18488597306172055,0.13126179179549835,-3.7223734374211457,2.4270537582947016,0.0002896325620433078,0.5866742619290886,-1.0140605763390178,0.5491013053328517,-0.31185860513063773,4.344588809361805e-06,0.5029353174022038,-0.7546237119228699,0.6321761037993123,2.294556983247024e-06,0.20319473158165363,-0.8500618142237224,0.7902670109706951,0.09665850834155287,0.03856501434085901,0.20057502356360632,-3.090306353284978,2.3374833277499856,9.504892035548993e-07,0.6879499138776008,-0.8775543737005068,0.4260579364679454,-0.8814853175244879
0.15171746239083356,0.11962197871226528,-5.452752452185223,2.323565915731514,1.847774796838495e-05,0.634494711130247,-0.9950159628685507,0.7274785727698301,-0.07753527823165786,0.0007579300409302062,0.4779266095346227,-2.60333454248703,2.2004825263207364,-1.1673743041309202e-06,0.49449986111716304,-0.7270400582754873,1.2234696814055381,1.3241018089915921,0.012270309722092898,0.23720332840549677,-5.547611789233886,2.5020743938264114,6.878446921080064e-06,0.2924694656643341,-1.4058781050461482,0.8077792185279357,-0.7219016477040312
0.12548066900938626,0.16934410242916967,-3.5751468223848373,5.498912477190344,1.7857057283117874e-05,1.0149660469047486,-0.326195524921784,0.25292698042573003,-0.44978231618384124,1.2495189889963606e-05,0.0003302359841563659,-0.8859268448593978,0.9317089752082983,3.8658778164222914e-07,0.003507779092125549,-2.254860251580819,0.33777201431320386,1.2736673973349448,5.856555490414852e-06,0.12810805005586326,-2.3920368086966772,3.710487612195899,2.3613683926523226e-06,0.5255544877837439,-0.31761748173672644,0.19428058250922942,-0.838343530573734
0.14802444028098885,0.1342870917913101,-5.133294031701869,2.4316548295032687,0.0002711916374302729,0.7576895853767874,-0.6914848803717872,0.4803422977803816,-0.2314982869495008,1.3448977943814156e-05,0.7854579664464321,-0.47095143472149903,0.5972173079023977,3.855687821405384e-06,0.3485739969410858,-0.6856338108365458,0.7193861526048555,0.26879314317938097,0.04233114791858406,0.20653266726740985,-4.354033254357418,2.6342808664378485,8.845104173900316e-06,0.5119921944075272,-1.023603925398686,0.4885822631632409,-0.7988721456162325
0.1277869093965062,0.12861678445043268,-6.039937951502801,2.724301072029961,2.1425784541521517e-06,1.0960099039690827,-0.6328904893776552,0.8513858824990663,-0.033576006993133865,8.498732179815838e-06,0.002664052595090196,-1.2173679978826815,0.563107065541897,7.400228964146174e-06,9.165675032776936e-05,-1.8948305011351971,0.36518912245797097,2.714802955916665,0.017767356432499968,0.26503504717866355,-6.35379555399486,2.94862902410871,1.0939860183680362e-07,0.00013461649646277242,-0.08986826584156594,0.7186104033991326,-0.39968249135426887
0.10457297130210945,0.13681489854406584,-6.63718540634108,2.8508947946103502,0.002487575294298141,0.0001797240099966659,-2.169474947751692,0.7430899596839396,-0.049502138751338125,2.235570449318315e-06,0.4923381297614726,-0.6320867396279441,0.04674262322370681,1.4721582009765935e-06,0.27304852090422554,0.9991950836765148,0.15602849601421764,3.51594403901719,0.00925296427916172,0.3230997786905613,-7.768962810265684,4.393428856447846,9.895713714337003e-06,1.9729492307568632,-0.24940949524285938,1.057312141168394,-0.2780803854585353
0.12368518257927522,0.10241587114928513,-7.023995710930462,1.43348135348463,0.0008203601836510108,1.036675991074783,-1.2470257447828645,0.5855766350198083,-0.0785214379108449,0.0025248232928673816,0.47016233166021265,-4.654435904514405,2.4350395180891753,1.2437556977712927e-05,0.6921995599296219,-0.8425106113699342,0.6344565933547163,0.8591924609490224,0.017853738307121843,0.23586385127487614,-7.0736274718685115,2.0939725731405106,3.751648493021825e-06,0.6059293462448858,-0.7989757809448677,0.6422345958632124,-0.7349455171877138
0.07248663262494222,0.14258677984114937,-7.068981284295346,1.7641553464526176,1.6451083262480083e-05,0.7091809385924587,-0.87930313287696,0.613383278099567,-0.47786922257663655,1.0012193065834114e-05,0.3865762078182114,-0.8978353892434585,0.7267996078461956,9.076257758508977e-06,0.306737932404164,-5.369281194863023,2.255892270122422,0.25761348438663295,0.048776620226582655,0.19493083254023577,-6.7864361389697665,1.7668433333148414,4.4860328892146374e-07,0.2667709422933373,-1.0611741709568134,0.778403591377576,-0.6419736441028088
0.06490016464577764,0.1499322620506556,-7.1534032387860735,1.770015030244606,1.1477498480990388e-05,0.579670750822832,-0.7897277024230941,0.03581826140438337,-0.5298946615373084,2.6138276424188382e-05,0.5967088988477603,-0.4707166215288174,0.8290413289887957,7.6973245671515e-06,0.597781948892706,-0.5072865987810419,0.7859606053822527,0.19223478437565145,0.0606783398526546,0.18738393750669396,-6.880715899524632,1.6867829814762958,-1.097386950689473e-05,0.49115439413314466,-0.935136428149699,0.5256898237266298,-0.5667047667883547
0.12646226451460488,0.1222414514720077,-7.524050580143281,2.5466294113714563,1.998131013872186e-05,0.7535537871340527,-0.33761334788661546,0.1933941004331591,0.09298745529259975,0.0002951278386558815,0.5840542160955732,-5.476234471351208,2.0573463619968604,4.942528780680699e-06,0.2289772794271709,-1.4343594047886548,0.7843425821418312,2.1246449272263126,0.0212795089800957,0.3040831192617583,-7.358725927132655,3.596450746930107,-2.086122816214169e-06,0.8965511930474249,-0.21982073434152338,0.0023000032036462623,-0.4439487195595889
0.06051362709513093,0.14560700439362007,-7.3136524546611765,1.6508673549248767,0.0010290372606254609,0.7583718518875002,-0.8534454936816321,0.5793664486189842,-0.5441039982079939,0.005648394218666186,0.39955650692774647,-5.767910563947608,1.915567905932537,1.8668931258069565e-05,0.41867948887035966,-0.7522403478755646,0.8198408041002864,0.3371090748945944,0.04622135801752199,0.19206845334324069,-6.960632871101136,1.6521536516606012,1.3743942833920146e-05,0.5825278996647517,-0.8909336992458367,0.5052895250014867,-0.641379822413026
0.059257863138907976,0.14770978246501926,-7.2914914886551525,1.631583393709314,5.543146842853828e-05,0.6271652293611889,-0.8907188950715521,0.6286601326609564,-0.5581588395529185,0.00749696426554396,0.3429342374368298,-5.83126642778734,1.9451850771212942,1.941569886235056e-05,0.6095323824809156,-0.8373144021699774,0.4835029807041026,0.2967763878797062,0.05633585900199245,0.18842419455492856,-6.947351522644584,1.6492321975119395,1.0462887676772863e-05,0.6522347247541107,-0.8439797238467156,0.689045409319931,-0.5815411451810557
